day;hour;seller_member_name;imps_matched
12/23/2018;12/23/2018 1:00;FreeWheel SSP;74
12/23/2018;12/23/2018 2:00;FreeWheel SSP;26
12/23/2018;12/23/2018 3:00;FreeWheel SSP;15
12/23/2018;12/23/2018 7:00;FreeWheel SSP;2
12/23/2018;12/23/2018 8:00;FreeWheel SSP;2
12/23/2018;12/23/2018 9:00;FreeWheel SSP;5
12/23/2018;12/23/2018 13:00;FreeWheel SSP;1
12/23/2018;12/23/2018 17:00;FreeWheel SSP;2
12/23/2018;12/23/2018 19:00;FreeWheel SSP;1
12/23/2018;12/23/2018 21:00;FreeWheel SSP;1
12/23/2018;12/23/2018 23:00;FreeWheel SSP;1545
12/24/2018;12/24/2018 0:00;FreeWheel SSP;789
12/24/2018;12/24/2018 1:00;FreeWheel SSP;417
12/24/2018;12/24/2018 2:00;FreeWheel SSP;275
12/24/2018;12/24/2018 3:00;FreeWheel SSP;264
12/24/2018;12/24/2018 4:00;FreeWheel SSP;365
12/24/2018;12/24/2018 5:00;FreeWheel SSP;595
12/24/2018;12/24/2018 6:00;FreeWheel SSP;1046
12/24/2018;12/24/2018 7:00;FreeWheel SSP;1680
12/24/2018;12/24/2018 8:00;FreeWheel SSP;21
12/24/2018;12/24/2018 9:00;FreeWheel SSP;185
12/24/2018;12/24/2018 10:00;FreeWheel SSP;169
12/24/2018;12/24/2018 11:00;FreeWheel SSP;220
12/24/2018;12/24/2018 12:00;FreeWheel SSP;255
12/24/2018;12/24/2018 13:00;FreeWheel SSP;197
12/24/2018;12/24/2018 14:00;FreeWheel SSP;182
12/24/2018;12/24/2018 15:00;FreeWheel SSP;178
12/24/2018;12/24/2018 16:00;FreeWheel SSP;180
12/24/2018;12/24/2018 17:00;FreeWheel SSP;151
12/24/2018;12/24/2018 18:00;FreeWheel SSP;451
12/24/2018;12/24/2018 19:00;FreeWheel SSP;333
12/24/2018;12/24/2018 20:00;FreeWheel SSP;123
12/24/2018;12/24/2018 21:00;FreeWheel SSP;229
12/24/2018;12/24/2018 22:00;FreeWheel SSP;168
12/24/2018;12/24/2018 23:00;FreeWheel SSP;86
12/25/2018;12/25/2018 0:00;FreeWheel SSP;76
12/25/2018;12/25/2018 1:00;FreeWheel SSP;583
12/25/2018;12/25/2018 2:00;FreeWheel SSP;386
12/25/2018;12/25/2018 3:00;FreeWheel SSP;264
12/25/2018;12/25/2018 4:00;FreeWheel SSP;184
12/25/2018;12/25/2018 5:00;FreeWheel SSP;219
12/25/2018;12/25/2018 6:00;FreeWheel SSP;32
12/25/2018;12/25/2018 7:00;FreeWheel SSP;64
12/25/2018;12/25/2018 8:00;FreeWheel SSP;88
12/25/2018;12/25/2018 9:00;FreeWheel SSP;111
12/25/2018;12/25/2018 10:00;FreeWheel SSP;135
12/25/2018;12/25/2018 11:00;FreeWheel SSP;116
12/25/2018;12/25/2018 12:00;FreeWheel SSP;100
12/25/2018;12/25/2018 13:00;FreeWheel SSP;84
12/25/2018;12/25/2018 14:00;FreeWheel SSP;139
12/25/2018;12/25/2018 15:00;FreeWheel SSP;102
12/25/2018;12/25/2018 16:00;FreeWheel SSP;140
12/25/2018;12/25/2018 17:00;FreeWheel SSP;155
12/25/2018;12/25/2018 18:00;FreeWheel SSP;266
12/25/2018;12/25/2018 19:00;FreeWheel SSP;231
12/25/2018;12/25/2018 20:00;FreeWheel SSP;200
12/25/2018;12/25/2018 21:00;FreeWheel SSP;171
12/25/2018;12/25/2018 22:00;FreeWheel SSP;101
12/25/2018;12/25/2018 23:00;FreeWheel SSP;76
12/26/2018;12/26/2018 0:00;FreeWheel SSP;48
12/26/2018;12/26/2018 1:00;FreeWheel SSP;261
12/26/2018;12/26/2018 2:00;FreeWheel SSP;185
12/26/2018;12/26/2018 3:00;FreeWheel SSP;179
12/26/2018;12/26/2018 4:00;FreeWheel SSP;154
12/26/2018;12/26/2018 5:00;FreeWheel SSP;236
12/26/2018;12/26/2018 6:00;FreeWheel SSP;78
12/26/2018;12/26/2018 7:00;FreeWheel SSP;126
12/26/2018;12/26/2018 8:00;FreeWheel SSP;94
12/26/2018;12/26/2018 9:00;FreeWheel SSP;123
12/26/2018;12/26/2018 10:00;FreeWheel SSP;105
12/26/2018;12/26/2018 11:00;FreeWheel SSP;135
12/26/2018;12/26/2018 12:00;FreeWheel SSP;178
12/26/2018;12/26/2018 13:00;FreeWheel SSP;146
12/26/2018;12/26/2018 14:00;FreeWheel SSP;132
12/26/2018;12/26/2018 15:00;FreeWheel SSP;178
12/26/2018;12/26/2018 16:00;FreeWheel SSP;168
12/26/2018;12/26/2018 17:00;FreeWheel SSP;171
12/26/2018;12/26/2018 18:00;FreeWheel SSP;238
12/26/2018;12/26/2018 19:00;FreeWheel SSP;286
12/26/2018;12/26/2018 20:00;FreeWheel SSP;291
12/26/2018;12/26/2018 21:00;FreeWheel SSP;295
12/26/2018;12/26/2018 22:00;FreeWheel SSP;163
12/26/2018;12/26/2018 23:00;FreeWheel SSP;114
12/27/2018;12/27/2018 0:00;FreeWheel SSP;121
12/27/2018;12/27/2018 1:00;FreeWheel SSP;332
12/27/2018;12/27/2018 2:00;FreeWheel SSP;228
12/27/2018;12/27/2018 3:00;FreeWheel SSP;185
12/27/2018;12/27/2018 4:00;FreeWheel SSP;199
12/27/2018;12/27/2018 5:00;FreeWheel SSP;325
12/27/2018;12/27/2018 6:00;FreeWheel SSP;139
12/27/2018;12/27/2018 7:00;FreeWheel SSP;77
12/27/2018;12/27/2018 8:00;FreeWheel SSP;110
12/27/2018;12/27/2018 9:00;FreeWheel SSP;137
12/27/2018;12/27/2018 10:00;FreeWheel SSP;165
12/27/2018;12/27/2018 11:00;FreeWheel SSP;209
12/27/2018;12/27/2018 12:00;FreeWheel SSP;190
12/27/2018;12/27/2018 13:00;FreeWheel SSP;146
12/27/2018;12/27/2018 14:00;FreeWheel SSP;137
12/27/2018;12/27/2018 15:00;FreeWheel SSP;159
12/27/2018;12/27/2018 16:00;FreeWheel SSP;212
12/27/2018;12/27/2018 17:00;FreeWheel SSP;228
12/27/2018;12/27/2018 18:00;FreeWheel SSP;327
12/27/2018;12/27/2018 19:00;FreeWheel SSP;313
12/27/2018;12/27/2018 20:00;FreeWheel SSP;285
12/27/2018;12/27/2018 21:00;FreeWheel SSP;252
12/27/2018;12/27/2018 22:00;FreeWheel SSP;191
12/27/2018;12/27/2018 23:00;FreeWheel SSP;105
12/28/2018;12/28/2018 0:00;FreeWheel SSP;39
12/28/2018;12/28/2018 1:00;FreeWheel SSP;412
12/28/2018;12/28/2018 2:00;FreeWheel SSP;283
12/28/2018;12/28/2018 3:00;FreeWheel SSP;239
12/28/2018;12/28/2018 4:00;FreeWheel SSP;262
12/28/2018;12/28/2018 5:00;FreeWheel SSP;441
12/28/2018;12/28/2018 6:00;FreeWheel SSP;82
12/28/2018;12/28/2018 7:00;FreeWheel SSP;83
12/28/2018;12/28/2018 8:00;FreeWheel SSP;130
12/28/2018;12/28/2018 9:00;FreeWheel SSP;172
12/28/2018;12/28/2018 10:00;FreeWheel SSP;204
12/28/2018;12/28/2018 11:00;FreeWheel SSP;190
12/28/2018;12/28/2018 12:00;FreeWheel SSP;199
12/28/2018;12/28/2018 13:00;FreeWheel SSP;150
12/28/2018;12/28/2018 14:00;FreeWheel SSP;151
12/28/2018;12/28/2018 15:00;FreeWheel SSP;151
12/28/2018;12/28/2018 16:00;FreeWheel SSP;177
12/28/2018;12/28/2018 17:00;FreeWheel SSP;193
12/28/2018;12/28/2018 18:00;FreeWheel SSP;289
12/28/2018;12/28/2018 19:00;FreeWheel SSP;263
12/28/2018;12/28/2018 20:00;FreeWheel SSP;222
12/28/2018;12/28/2018 21:00;FreeWheel SSP;217
12/28/2018;12/28/2018 22:00;FreeWheel SSP;144
12/28/2018;12/28/2018 23:00;FreeWheel SSP;85
12/29/2018;12/29/2018 0:00;FreeWheel SSP;50
12/29/2018;12/29/2018 1:00;FreeWheel SSP;357
12/29/2018;12/29/2018 2:00;FreeWheel SSP;232
12/29/2018;12/29/2018 3:00;FreeWheel SSP;200
12/29/2018;12/29/2018 4:00;FreeWheel SSP;204
12/29/2018;12/29/2018 5:00;FreeWheel SSP;261
12/29/2018;12/29/2018 6:00;FreeWheel SSP;29
12/29/2018;12/29/2018 7:00;FreeWheel SSP;70
12/29/2018;12/29/2018 8:00;FreeWheel SSP;90
12/29/2018;12/29/2018 9:00;FreeWheel SSP;102
12/29/2018;12/29/2018 10:00;FreeWheel SSP;117
12/29/2018;12/29/2018 11:00;FreeWheel SSP;99
12/29/2018;12/29/2018 12:00;FreeWheel SSP;118
12/29/2018;12/29/2018 13:00;FreeWheel SSP;91
12/29/2018;12/29/2018 14:00;FreeWheel SSP;69
12/29/2018;12/29/2018 15:00;FreeWheel SSP;97
12/29/2018;12/29/2018 16:00;FreeWheel SSP;106
12/29/2018;12/29/2018 17:00;FreeWheel SSP;114
12/29/2018;12/29/2018 18:00;FreeWheel SSP;165
12/29/2018;12/29/2018 19:00;FreeWheel SSP;141
12/29/2018;12/29/2018 20:00;FreeWheel SSP;119
12/29/2018;12/29/2018 21:00;FreeWheel SSP;89
12/29/2018;12/29/2018 22:00;FreeWheel SSP;82
12/29/2018;12/29/2018 23:00;FreeWheel SSP;51
12/30/2018;12/30/2018 0:00;FreeWheel SSP;27
12/30/2018;12/30/2018 1:00;FreeWheel SSP;177
12/30/2018;12/30/2018 2:00;FreeWheel SSP;122
12/30/2018;12/30/2018 3:00;FreeWheel SSP;80
12/30/2018;12/30/2018 4:00;FreeWheel SSP;63
12/30/2018;12/30/2018 5:00;FreeWheel SSP;48
12/30/2018;12/30/2018 6:00;FreeWheel SSP;17
12/30/2018;12/30/2018 7:00;FreeWheel SSP;14
12/30/2018;12/30/2018 8:00;FreeWheel SSP;6
12/30/2018;12/30/2018 9:00;FreeWheel SSP;2
12/30/2018;12/30/2018 11:00;FreeWheel SSP;1
12/30/2018;12/30/2018 14:00;FreeWheel SSP;3
12/30/2018;12/30/2018 15:00;FreeWheel SSP;2
12/30/2018;12/30/2018 16:00;FreeWheel SSP;3
12/30/2018;12/30/2018 17:00;FreeWheel SSP;2
12/30/2018;12/30/2018 18:00;FreeWheel SSP;6
12/30/2018;12/30/2018 19:00;FreeWheel SSP;21
12/30/2018;12/30/2018 20:00;FreeWheel SSP;24
12/30/2018;12/30/2018 21:00;FreeWheel SSP;15
12/30/2018;12/30/2018 22:00;FreeWheel SSP;4
12/30/2018;12/30/2018 23:00;FreeWheel SSP;158
12/31/2018;12/31/2018 0:00;FreeWheel SSP;115
12/31/2018;12/31/2018 1:00;FreeWheel SSP;260
12/31/2018;12/31/2018 2:00;FreeWheel SSP;181
12/31/2018;12/31/2018 3:00;FreeWheel SSP;120
12/31/2018;12/31/2018 4:00;FreeWheel SSP;127
12/31/2018;12/31/2018 5:00;FreeWheel SSP;174
12/31/2018;12/31/2018 6:00;FreeWheel SSP;47
12/31/2018;12/31/2018 7:00;FreeWheel SSP;88
12/31/2018;12/31/2018 8:00;FreeWheel SSP;106
12/31/2018;12/31/2018 9:00;FreeWheel SSP;107
12/31/2018;12/31/2018 10:00;FreeWheel SSP;132
12/31/2018;12/31/2018 11:00;FreeWheel SSP;104
12/31/2018;12/31/2018 12:00;FreeWheel SSP;68
12/31/2018;12/31/2018 13:00;FreeWheel SSP;56
12/31/2018;12/31/2018 14:00;FreeWheel SSP;39
12/31/2018;12/31/2018 15:00;FreeWheel SSP;12
12/31/2018;12/31/2018 16:00;FreeWheel SSP;2
12/31/2018;12/31/2018 21:00;FreeWheel SSP;1
12/31/2018;12/31/2018 22:00;FreeWheel SSP;2
12/31/2018;12/31/2018 23:00;FreeWheel SSP;89
1/1/2019;1/1/2019 0:00;FreeWheel SSP;222
1/1/2019;1/1/2019 1:00;FreeWheel SSP;677
1/1/2019;1/1/2019 2:00;FreeWheel SSP;529
1/1/2019;1/1/2019 3:00;FreeWheel SSP;366
1/1/2019;1/1/2019 4:00;FreeWheel SSP;263
1/1/2019;1/1/2019 5:00;FreeWheel SSP;245
1/1/2019;1/1/2019 6:00;FreeWheel SSP;78
1/1/2019;1/1/2019 7:00;FreeWheel SSP;140
1/1/2019;1/1/2019 8:00;FreeWheel SSP;292
1/1/2019;1/1/2019 9:00;FreeWheel SSP;431
1/1/2019;1/1/2019 10:00;FreeWheel SSP;470
1/1/2019;1/1/2019 11:00;FreeWheel SSP;532
1/1/2019;1/1/2019 12:00;FreeWheel SSP;571
1/1/2019;1/1/2019 13:00;FreeWheel SSP;537
1/1/2019;1/1/2019 14:00;FreeWheel SSP;514
1/1/2019;1/1/2019 15:00;FreeWheel SSP;583
1/1/2019;1/1/2019 16:00;FreeWheel SSP;750
1/1/2019;1/1/2019 17:00;FreeWheel SSP;327
1/1/2019;1/1/2019 18:00;FreeWheel SSP;1411
1/1/2019;1/1/2019 19:00;FreeWheel SSP;1257
1/1/2019;1/1/2019 20:00;FreeWheel SSP;1113
1/1/2019;1/1/2019 21:00;FreeWheel SSP;886
1/1/2019;1/1/2019 22:00;FreeWheel SSP;740
1/1/2019;1/1/2019 23:00;FreeWheel SSP;161
1/2/2019;1/2/2019 0:00;FreeWheel SSP;100
1/2/2019;1/2/2019 1:00;FreeWheel SSP;4
1/2/2019;1/2/2019 2:00;FreeWheel SSP;368
1/2/2019;1/2/2019 3:00;FreeWheel SSP;339
1/2/2019;1/2/2019 4:00;FreeWheel SSP;433
1/2/2019;1/2/2019 5:00;FreeWheel SSP;641
1/2/2019;1/2/2019 6:00;FreeWheel SSP;242
1/2/2019;1/2/2019 7:00;FreeWheel SSP;391
1/2/2019;1/2/2019 8:00;FreeWheel SSP;234
1/2/2019;1/2/2019 9:00;FreeWheel SSP;299
1/2/2019;1/2/2019 10:00;FreeWheel SSP;273
1/2/2019;1/2/2019 11:00;FreeWheel SSP;310
1/2/2019;1/2/2019 12:00;FreeWheel SSP;342
1/2/2019;1/2/2019 13:00;FreeWheel SSP;311
1/2/2019;1/2/2019 14:00;FreeWheel SSP;268
1/2/2019;1/2/2019 15:00;FreeWheel SSP;303
1/2/2019;1/2/2019 16:00;FreeWheel SSP;336
1/2/2019;1/2/2019 17:00;FreeWheel SSP;391
1/2/2019;1/2/2019 18:00;FreeWheel SSP;545
1/2/2019;1/2/2019 19:00;FreeWheel SSP;553
1/2/2019;1/2/2019 20:00;FreeWheel SSP;500
1/2/2019;1/2/2019 21:00;FreeWheel SSP;409
1/2/2019;1/2/2019 22:00;FreeWheel SSP;311
1/2/2019;1/2/2019 23:00;FreeWheel SSP;178
1/3/2019;1/3/2019 0:00;FreeWheel SSP;82
1/3/2019;1/3/2019 1:00;FreeWheel SSP;11
1/3/2019;1/3/2019 2:00;FreeWheel SSP;355
1/3/2019;1/3/2019 3:00;FreeWheel SSP;304
1/3/2019;1/3/2019 4:00;FreeWheel SSP;355
1/3/2019;1/3/2019 5:00;FreeWheel SSP;574
1/3/2019;1/3/2019 6:00;FreeWheel SSP;92
1/3/2019;1/3/2019 7:00;FreeWheel SSP;143
1/3/2019;1/3/2019 8:00;FreeWheel SSP;177
1/3/2019;1/3/2019 9:00;FreeWheel SSP;228
1/3/2019;1/3/2019 10:00;FreeWheel SSP;270
1/3/2019;1/3/2019 11:00;FreeWheel SSP;309
1/3/2019;1/3/2019 12:00;FreeWheel SSP;278
1/3/2019;1/3/2019 13:00;FreeWheel SSP;275
1/3/2019;1/3/2019 14:00;FreeWheel SSP;288
1/3/2019;1/3/2019 15:00;FreeWheel SSP;279
1/3/2019;1/3/2019 16:00;FreeWheel SSP;357
1/3/2019;1/3/2019 17:00;FreeWheel SSP;354
1/3/2019;1/3/2019 18:00;FreeWheel SSP;443
1/3/2019;1/3/2019 19:00;FreeWheel SSP;539
1/3/2019;1/3/2019 20:00;FreeWheel SSP;492
1/3/2019;1/3/2019 21:00;FreeWheel SSP;417
1/3/2019;1/3/2019 22:00;FreeWheel SSP;310
1/3/2019;1/3/2019 23:00;FreeWheel SSP;159
1/4/2019;1/4/2019 0:00;FreeWheel SSP;88
1/4/2019;1/4/2019 1:00;FreeWheel SSP;720
1/4/2019;1/4/2019 2:00;FreeWheel SSP;439
1/4/2019;1/4/2019 3:00;FreeWheel SSP;400
1/4/2019;1/4/2019 4:00;FreeWheel SSP;462
1/4/2019;1/4/2019 5:00;FreeWheel SSP;719
1/4/2019;1/4/2019 6:00;FreeWheel SSP;108
1/4/2019;1/4/2019 7:00;FreeWheel SSP;180
1/4/2019;1/4/2019 8:00;FreeWheel SSP;254
1/4/2019;1/4/2019 9:00;FreeWheel SSP;119
1/4/2019;1/4/2019 10:00;FreeWheel SSP;137
1/4/2019;1/4/2019 11:00;FreeWheel SSP;91
1/4/2019;1/4/2019 12:00;FreeWheel SSP;40
1/4/2019;1/4/2019 14:00;FreeWheel SSP;86
1/4/2019;1/4/2019 15:00;FreeWheel SSP;116
1/4/2019;1/4/2019 16:00;FreeWheel SSP;304
1/4/2019;1/4/2019 17:00;FreeWheel SSP;338
1/4/2019;1/4/2019 18:00;FreeWheel SSP;433
1/4/2019;1/4/2019 19:00;FreeWheel SSP;379
1/4/2019;1/4/2019 20:00;FreeWheel SSP;345
1/4/2019;1/4/2019 21:00;FreeWheel SSP;351
1/4/2019;1/4/2019 22:00;FreeWheel SSP;265
1/4/2019;1/4/2019 23:00;FreeWheel SSP;131
1/5/2019;1/5/2019 0:00;FreeWheel SSP;93
1/5/2019;1/5/2019 1:00;FreeWheel SSP;636
1/5/2019;1/5/2019 2:00;FreeWheel SSP;402
1/5/2019;1/5/2019 3:00;FreeWheel SSP;312
1/5/2019;1/5/2019 4:00;FreeWheel SSP;327
1/5/2019;1/5/2019 5:00;FreeWheel SSP;401
1/5/2019;1/5/2019 6:00;FreeWheel SSP;59
1/5/2019;1/5/2019 7:00;FreeWheel SSP;105
1/5/2019;1/5/2019 8:00;FreeWheel SSP;134
1/5/2019;1/5/2019 9:00;FreeWheel SSP;135
1/5/2019;1/5/2019 10:00;FreeWheel SSP;161
1/5/2019;1/5/2019 11:00;FreeWheel SSP;143
1/5/2019;1/5/2019 12:00;FreeWheel SSP;180
1/5/2019;1/5/2019 13:00;FreeWheel SSP;174
1/5/2019;1/5/2019 14:00;FreeWheel SSP;170
1/5/2019;1/5/2019 15:00;FreeWheel SSP;148
1/5/2019;1/5/2019 16:00;FreeWheel SSP;171
1/5/2019;1/5/2019 17:00;FreeWheel SSP;186
1/5/2019;1/5/2019 18:00;FreeWheel SSP;246
1/5/2019;1/5/2019 19:00;FreeWheel SSP;255
1/5/2019;1/5/2019 20:00;FreeWheel SSP;280
1/5/2019;1/5/2019 21:00;FreeWheel SSP;203
1/5/2019;1/5/2019 22:00;FreeWheel SSP;151
1/5/2019;1/5/2019 23:00;FreeWheel SSP;100
